hiTemp,loTemp,ppt,snow,date,moonPhase
77.0,69.1,1.15,0.0,2018-09-18,59.969879150390625
71.1,62.1,0.0,0.0,2018-09-19,69.03710174560547
66.0,60.1,0.0,0.0,2018-09-20,77.37242889404297
73.0,61.0,0.0,0.0,2018-09-21,84.73731994628906
73.0,57.0,0.03,0.0,2018-09-22,90.89510345458984
64.9,53.1,0.0,0.0,2018-09-23,95.61105346679688
60.1,54.0,0.0,0.0,2018-09-24,98.66144561767578
71.1,57.0,1.24,0.0,2018-09-25,99.85038757324219
84.0,68.0,0.28,0.0,2018-09-26,99.0317153930664
71.1,61.0,0.05,0.0,2018-09-27,96.13170623779297
62.1,57.9,0.35,0.0,2018-09-28,91.16822814941406
73.9,55.0,0.0,0.0,2018-09-29,84.2630386352539
70.0,54.0,0.0,0.0,2018-09-30,75.64633178710938
68.0,57.0,0.06,0.0,2018-10-01,65.65494537353516
64.0,57.0,0.29,0.0,2018-10-02,54.72629165649414
64.0,54.0,0.21,0.0,2018-10-03,43.38829803466797
73.0,59.0,0.0,0.0,2018-10-04,32.242244720458984
69.1,53.1,0.0,0.0,2018-10-05,21.932008743286133
63.0,51.1,0.0,0.0,2018-10-06,13.093936920166016
80.1,60.1,0.1,0.0,2018-10-07,6.288240909576416
60.1,55.0,0.0,0.0,2018-10-08,1.9246609210968018
80.1,57.9,0.0,0.0,2018-10-09,0.20504030585289001
86.0,68.0,0.0,0.0,2018-10-10,1.104638695716858
72.0,57.9,0.6,0.0,2018-10-11,4.399646759033203
63.0,51.1,0.09,0.0,2018-10-12,9.7289457321167
54.0,46.0,0.13,0.0,2018-10-13,16.666431427001953
59.0,45.0,0.0,0.0,2018-10-14,24.78191566467285
70.0,45.0,0.07,0.0,2018-10-15,33.679080963134766
60.1,46.9,0.03,0.0,2018-10-16,43.00975036621094
63.0,44.1,0.0,0.0,2018-10-17,52.470191955566406
48.9,39.0,0.0,0.0,2018-10-18,61.786888122558594
63.0,37.0,0.0,0.0,2018-10-19,70.69829559326172
66.0,48.9,0.0,0.0,2018-10-20,78.93769836425781
53.1,37.0,0.03,0.0,2018-10-21,86.22124481201172
54.0,34.0,0.0,0.0,2018-10-22,92.24503326416016
55.9,41.0,0.41,0.0,2018-10-23,96.6943130493164
48.9,41.0,0.04,0.0,2018-10-24,99.26652526855469
51.1,37.0,0.0,0.0,2018-10-25,99.70668029785156
48.0,34.0,0.0,0.0,2018-10-26,97.84915161132812
52.0,43.0,1.17,0.0,2018-10-27,93.65605926513672
54.0,43.0,0.03,0.0,2018-10-28,87.24156951904297
60.1,44.1,0.52,0.0,2018-10-29,78.87542724609375
50.0,39.0,0.0,0.0,2018-10-30,68.96576690673828
57.9,37.0,0.0,0.0,2018-10-31,58.027679443359375
64.0,53.1,0.01,0.0,2018-11-01,46.645511627197266
70.0,53.1,0.36,0.0,2018-11-02,35.43447494506836
68.0,46.9,1.39,0.0,2018-11-03,25.002378463745117
55.9,42.1,0.0,0.0,2018-11-04,15.909793853759766
52.0,46.0,0.36,0.0,2018-11-05,8.628353118896484
60.1,48.0,0.78,0.0,2018-11-06,3.5015411376953125
64.0,53.1,0.0,0.0,2018-11-07,0.7167388796806335
57.0,44.1,0.0,0.0,2018-11-08,0.2975231111049652
50.0,37.9,1.1,0.0,2018-11-09,2.1199862957000732
50.0,37.0,0.45,0.0,2018-11-10,5.948677062988281
46.0,35.1,0.0,0.0,2018-11-11,11.481484413146973
50.0,33.1,0.0,0.0,2018-11-12,18.391563415527344
54.0,42.1,1.1,0.0,2018-11-13,26.357789993286133
42.1,25.2,0.0,0.0,2018-11-14,35.0804328918457
37.9,23.2,0.46,0.12,2018-11-15,44.28289031982422
46.0,35.1,0.57,0.0,2018-11-16,53.702659606933594
50.0,37.0,0.0,0.0,2018-11-17,63.07551574707031
41.0,37.9,0.0,0.0,2018-11-18,72.11698913574219
41.0,36.0,0.17,0.0,2018-11-19,80.50581359863281
42.1,35.1,0.4,0.0,2018-11-20,87.87503051757812
43.0,24.3,0.0,0.0,2018-11-21,93.81771850585938
24.3,14.2,0.0,0.0,2018-11-22,97.91364288330078
32.0,15.3,0.0,0.0,2018-11-23,99.77920532226562
46.9,29.1,0.0,0.0,2018-11-24,99.1343002319336
48.9,42.1,0.78,0.0,2018-11-25,95.8685531616211
46.9,42.1,0.87,0.0,2018-11-26,90.08399963378906
48.9,37.9,0.46,0.0,2018-11-27,82.09654235839844
44.1,36.0,0.0,0.0,2018-11-28,72.39556121826172
46.0,37.0,0.0,0.0,2018-11-29,61.577693939208984
44.1,33.1,0.0,0.0,2018-11-30,50.277408599853516
45.0,35.1,0.0,0.0,2018-12-01,39.1110954284668
51.1,41.0,0.75,0.0,2018-12-02,28.639755249023438
57.9,44.1,0.0,0.0,2018-12-03,19.346576690673828
44.1,27.1,0.0,0.0,2018-12-04,11.622650146484375
36.0,25.2,0.0,0.0,2018-12-05,5.75649881362915
42.1,30.2,0.0,0.0,2018-12-06,1.9270161390304565
39.9,26.2,0.0,0.0,2018-12-07,0.20228323340415955
31.1,20.1,0.0,0.0,2018-12-08,0.5469914078712463
37.0,23.2,0.0,0.0,2018-12-09,2.839046001434326
39.0,26.2,0.0,0.0,2018-12-10,6.892820358276367
37.9,23.2,0.0,0.0,2018-12-11,12.48425006866455
39.0,24.3,0.0,0.0,2018-12-12,19.372587203979492
35.1,21.2,0.0,0.0,2018-12-13,27.31487274169922
46.0,29.1,0.0,0.0,2018-12-14,36.07105255126953
55.0,39.9,0.0,0.0,2018-12-15,45.39952850341797
45.0,41.0,0.54,0.0,2018-12-16,55.04423904418945
43.0,36.0,0.04,0.0,2018-12-17,64.71575927734375
39.0,25.2,0.02,0.12,2018-12-18,74.0703125
42.1,24.3,0.0,0.0,2018-12-19,82.69366455078125
50.0,32.0,0.0,0.0,2018-12-20,90.09996795654297
64.9,43.0,0.61,0.0,2018-12-21,95.75776672363281
55.9,37.0,0.02,0.0,2018-12-22,99.15168762207031
43.0,33.1,0.0,0.0,2018-12-23,99.8752670288086
39.0,32.0,0.0,0.0,2018-12-24,97.72986602783203
39.0,29.1,0.0,0.0,2018-12-25,92.79026794433594
39.9,26.2,0.0,0.0,2018-12-26,85.40494537353516
37.9,30.2,0.0,0.0,2018-12-27,76.12971496582031
57.0,34.0,0.33,0.0,2018-12-28,65.625244140625
54.0,32.0,0.0,0.0,2018-12-29,54.55925369262695
34.0,26.2,0.0,0.0,2018-12-30,43.53985595703125
44.0,31.0,0.0,0.0,2018-12-31,33.08469772338867
